text,sentiment
the devil was just on my back so fucking heavy  not today satan ,0
jimmy can hardly explain something he didn t actually do jai emmerdale  ,0
i  you  i hate u  i like u  i wait  u  i pray  u  i m only  u  i kill u  i fight with u  i love u  i miss u  ,0
the funding for this sham should come out of his paycheck  ,0
no matter how hard the truth hurts  ,0
look at how tired wentz looks bro  these terrible wr really ruining this man trying his best to just get the team a dub  he throwing them up there just catch the fuckin ball,0
i guess all of the republicans are going to go down with their leader  what a bunch of lying  whiny ass bitches  ,0
you lying traitorous asshole  treason is the kindest charge i can think of for you at this point in listening to this hearing  any republican defending you after this is a traitor also  what you ve done is is beyond disgusting  you make nixon look like an angel  ,0
i swear if i get sick after this shot  ,0
all wendy do is spread fake stuffs don t believe anything she said  ,0
kent is mad  impeachmenthearings,0
now that shit foul asf  ,0
twitter  i was reading a tweet and then suddenly you refreshed and i am on top  and i lost my fucking place  i have to scroll down again  but i can t go down much further for some reason  ,0
shit like this makes me so upset mane  ,0
wtf is semi confirmed  ,0
hate coming to the gym and people smelling like weed  like get the fuck out of here,0
someone is angry  ,0
story of my life  roof of my mouth burnt rn from that shit,0
at school rn this shit sucks  ,0
idc what anyone says  both bald sungjin and messy hair sungjin have my heart  ,0
apparently writers are leaving the nation network because she was fired  canadian media seems to be filled with extremist  hateful views from people with platforms lately  my tally so far  hate against immigrants  hate against white boys playing hockey  hate against soldiers  ,0
put zelensky in a  public box  i want to see racist in chief publicly boxed for this  people died because of this sick delusional man  ,0
i m starting to learn that this isn t true and i m not happy about it  ,0
where the fuck is the cold weather at  ,0
i m bout to cry fr  i just dropped my chicken nugget between my seat in the car  ,0
da  ignore them  tnhey are not worth the attention ,0
they have the air on in my office  wtf is wrong with people,0
a jury open supported a contestant when caught he deleted his tweet now an alleged lawyer claims to fight for her client with no proof dragging another open  you guys have no shame on this app  ,0
wanna guess who s fighting a cold two days before the final season of high castle  ,0
oml if any customer ever tries swinging at me or any of my coworkers  wether i like them or not  i m swinging  maybe even a crazy bread to their face for humiliation  ,0
bruh seriously,0
i really hate this job  if i didn t need my bills paid i d walk out this bitch with it burning behind me,0
i can t stand these fucking weirdos on this planet  ,0
y all let this flop back then and i m still mad  ,0
broken wrist  broken ankle torn ligament  torn hamstring  place your bets on what s next  ,0
i hate being on hold for fucking  mins shit is literally the worst  the fucking holding music makes me hot  ,0
i m so tired of people complaining  why can t people just stfu about pok mon sword and shield  if you don t like things they re doing  simply don t buy the fucking games  stfu and stop complaining  let the people who actually are excited for the games enjoy in peace  ,0
wat a terrible drive home  i ran into like  road works and then as i was nearing the house a f cking cement truck is blocking my way so i have to turn around and go all the way around only to encounter another road block  ,0
the biggest success of the tories is pitting the working class against each other  some of the comments about mcdonald s workers are disgusting  everyone deserves to earn enough to live on  everyone  stop blaming the workers and start blaming this piss take of a government  ,0
if you like bnha we re enemies grr  ,0
my poor baby  ,0
shocking and uncaring ,0
this is scandalous  theres wuite a few in this position ,0
and he was deadass serious,0
  fuckk  my boy gotta do every single second of them years  ,0
what a time to be alive eh  i m so sorry to read this,0
unbelievable  this is a giant sham  when will the american people say enough is enough  ,0
i dont know how they can do  the end of the day it s only a cow  ,0
i thought zebra print was bad enough  but now everyone is wearing cow print  y all look stupid  please kill this trend in  ,0
foreversocialmediakingvijay thalapathyvijay thalapathy vijay vijayfan bigil  ajith paying money for troll vijay  wtf  gentlemen dha  all details came out with proof  ,0
every  single  year ,0
shitty thing about having only two other bartenders is that you can never get shit covered  ,0
i need to smoke bad  my nerves pumping right na  ,0
emmerdale can t believe they re turning arthur into a lying wee shit  ,0
man i need anger management  i snap quick  ,0
gyre your advice like a few weeks late yoh  ,0
i m mad  ,0
oh gee what a surprise  exactly why i stopped getting fortune cookies besides the fact that i always get stupid repeat items  ,0
i did a lot but not enough  graduated highschool  went to england twice  graduated college  married  moved out  st art show  changed jobs  x  survived hell  lost  family members  became worst version of me  selling commissions  lost most  amp  made few friends  began exercising,0
i really wanna exercise  but do i wanna feel like death for an entire day over it  i hate having physical problems  ,0
im so mad  ,0
the gave kodak black  years and  months in the feds that s a long ass time without no new kodak songs  ,0
i wish ppl would stop judging my sons age abilites by his looks  it s annoying asf  he ll be  in a couple weeks looks like he s  already  amp  mad ppl be giving sideways looks when were in public  ,0
fuck summer walker  ,0
school boring  someone throw a table at a teacher or something  ,0
all my friends down south looking like a fresh popeyes spicy chicken sandwich  amp  i m in the midwest looking like burger king s taco  ,0
mi bad like a kartel song  ,0
i hate cultural appropriation this is disrespectful  ,0
this pos lies  in your face  he thinks everyone is stupid like him  his whistleblower eric ciaramella  whom everyone already has heard of his name and saw his pictures all over social  ,0
fuck them ,0
sick and corrupt  impeachandremovetrump,0
if dan  shay do not win tonight in all of their nominations i will be pissed  cmas,0
